iso3,year,pop,pop_15_64_pct,pop_65_plus_pct,IMR,urban,LA,PSR
BGD,2005,144715786.0,60.5359621928184,3.72492189621939,46.0,26.809,130170.0,16.251605773065844
BGD,2010,152201981.0,61.7403305619908,4.20925466072201,36.9,30.462,130170.0,14.6677584366921
BGR,1990,8718289.0,66.5124147550005,13.1738371740457,14.6,66.377,110630.0,5.048826236143199
BGR,1995,8406067.0,67.0030621326237,15.106656548898,15.5,67.782,110630.0,4.435333650152484
BGR,2000,8170172.0,67.7423197331123,16.5832606245132,14.3,68.899,110630.0,4.084981914411712
BGR,2005,7658972.0,68.9928895194242,17.3371204434747,11.0,70.584,108640.0,3.97948954351249
BGR,2010,7395599.0,68.3958807402685,18.1472285711578,9.1,72.302,108560.0,3.768943586734402
BHR,1990,514797.0,64.3139570684727,2.11539899746793,20.0,88.14,690.0,30.402754820936668
BHR,1995,558879.0,65.5930663394142,2.25649082468283,15.6,88.388,710.0,29.06861646496342
BHR,2000,637582.0,67.9983960106365,2.24991617886124,10.5,88.372,710.0,30.22263524726189
BHR,2005,888822.0,74.1130747884418,2.14426487555275,8.8,88.422,740.0,34.5633954244281
BHR,2010,1228543.0,77.4677641101048,2.15047426568769,7.1,88.634,762.0,36.023571798164134
BHS,1990,275945.0,65.8434938909817,5.26935670035098,19.7,79.838,10010.0,12.495546920669844
BHS,1995,301461.0,65.6293848955586,5.8529959099187,15.5,80.961,10010.0,11.212955878602385
BHS,2000,323835.0,65.4919943798539,6.69368659965723,13.7,82.007,10010.0,9.784144119207436
BHS,2005,343894.0,66.225930083107,7.88484242237434,14.5,82.218,10010.0,8.399144400803964
BHS,2010,367478.0,67.5305290800117,9.15675109360437,13.4,82.427,10010.0,7.374944277690274
BIH,1990,4448652.0,68.8461021450992,6.5771271836952,16.1,39.249,51200.0,10.467503550147203
BIH,1995,3715564.0,65.8926120109071,9.29468456273603,14.0,40.817,51200.0,7.089278992326623
BIH,2000,4159771.0,69.1538225116452,10.9806993004303,8.3,42.384,51200.0,6.297761246311087
BIH,2005,4096493.0,69.6500518858448,13.487097378172,6.4,43.965,51200.0,5.164198784429994
BIH,2010,3811472.0,69.3101863676535,15.1145036765984,6.0,45.558,51200.0,4.585673989081468
BLR,1990,10189348.0,66.2883547892772,10.6389778663132,12.1,65.981,202910.0,6.230707086925125
BLR,1995,10193831.0,65.7297572087412,12.4628737332573,12.4,67.926,202910.0,5.274045024891868
BLR,2000,9979610.0,67.8605054210593,13.5188087891952,9.9,69.973,202910.0,5.019710425617993
BLR,2005,9663915.0,69.7655996218803,14.7034003515884,6.7,72.354,202910.0,4.744861593484637
BLR,2010,9483836.0,71.2064002518662,13.9454868247262,4.2,74.672,202910.0,5.106053388226857
BLZ,1990,183076.0,51.5596024590947,4.09230071746356,30.9,47.465,22810.0,12.599172450613976
BLZ,1995,204146.0,53.6099164323572,3.71327383343294,23.7,46.425,22810.0,14.437372204999644
BLZ,2000,240799.0,56.1339540446596,3.96347160910137,19.6,45.398,22810.0,14.162824811399808
BLZ,2005,279731.0,58.103782033064,3.96917747617796,17.1,45.313,22810.0,14.63874628478792
BLZ,2010,320245.0,60.4718262580212,3.98694749332542,15.5,45.228,22810.0,15.167449874686728
BOL,1990,7130142.0,55.6237901276167,4.07245717739863,90.0,55.577,1083300.0,13.658532847519735
BOL,1995,7874676.0,56.053243082842,4.60060862190448,75.1,59.15,1083300.0,12.18387558897328
BOL,2000,8606326.0,56.7106717030398,5.25496624546678,59.6,61.787,1083300.0,10.791824162897624
BOL,2005,9360754.0,58.2815902587329,5.37399580065857,45.7,64.17,1083300.0,10.845112728147392
BOL,2010,10182345.0,60.1113495957955,5.45220182580732,34.9,66.43,1083300.0,11.02515121712221
BRA,1990,149143223.0,60.3887767666118,4.12069578246945,52.0,73.922,8358140.0,14.654995164535546
BRA,1995,161735073.0,62.5514625929298,4.62992339135395,39.8,77.61,8358140.0,13.510258659946766
BRA,2000,174018282.0,64.9637360083917,5.15305600233732,29.1,81.192,8358140.0,12.606836793336903
BRA,2005,184688101.0,67.1082522335636,5.77510511688269,21.0,82.834,8358140.0,11.620265064506318
BRA,2010,193701929.0,68.6253597695835,6.66688609315066,16.0,84.335,8358140.0,10.29346516660708
BRB,1990,258582.0,64.9787397783677,10.7766796928628,16.2,37.37,430.0,6.029569554841826
BRB,1995,262039.0,66.0114219421118,10.9626602096249,13.4,35.566,430.0,6.021478425843726
BRB,2000,262063.0,66.8375543285393,11.2650393226056,13.0,33.827,430.0,5.933184289416203
BRB,2005,268706.0,67.6488429733612,11.3248308560285,13.5,32.841,430.0,5.97349698493289
BRB,2010,275243.0,68.0226781013902,11.8178994236013,12.7,31.87,430.0,5.755902606984741
BRN,1990,255292.0,62.9906871529716,2.60407179999412,10.3,66.438,5270.0,24.189305054151667
BRN,1995,291195.0,64.1146583652563,2.60203196821379,9.7,68.644,5270.0,24.640227002771574
BRN,2000,326424.0,66.8938252089307,2.79115506212778,8.3,71.164,5270.0,23.96635934584572
BRN,2005,358916.0,70.2482896392048,3.08888861027178,7.8,73.163,5270.0,22.74225409281557
BRN,2010,392332.0,71.2205479033064,3.43484599777739,8.1,74.961,5270.0,20.734713564856055
BTN,1990,589287.0,54.2627785781801,2.85005438776012,95.8,16.388,46723.0,19.039208097648142
BTN,1995,547989.0,55.118350915803,3.17469876220143,77.6,20.537,39800.0,17.361757774328893
BTN,2000,596863.0,57.6424573143251,3.76166725027351,60.1,25.418,39800.0,15.32364600035634
BTN,2005,661865.0,62.0835350988985,4.69219199369056,44.1,30.965,38117.0,13.231243560020612
